Title,Review Text,Division Name,Department Name,Class Name
Cute shirt but really strange design,"This is a nice shirt, but i can't keep it. i ordered a 0 and i do have an athletic build with somewhat wider shoulders given how petite i am (usually wear 00 petite in all pants) and i think this size was perfect (fit across the back perfectly) when you lift your arms the way it is cut makes it really tight across the chest and shows your stomach. at the same time, the high low styling makes for a really strange shirt-tail in the back. i'm sure this is the trend but it really does not look cute",General Petite,Tops,Blouses
Not very flattering,"As much as i wanted to love this top, it was too flowy and and i felt like i looked bigger than i am (i'm a size 6). maybe a smaller size would have made a big difference.",General,Tops,Knits
Wanted to love...but,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Initmates,Intimate,Lounge
"So soft, but the pieces don't fit","I ordered the pink, and it was gorgeous. the color and feel were so soft, i would have kept it if it were a blanket. but i did send it back because as a sweater, it just didn't lay right. it has a sort of inside layer that just didn't fit right with the outside sweater layer, so it ended up puffing up on the sides at the waist. that was not flattering. and the hood was too large and floppy looking. too bad.",General Petite,Tops,Fine gauge
Love this top!,"This shirt is so comfortable! the fabric is amazingly soft and it is very well made. i liked the top so well that i bought one in grey and one in blue, and both in different sizes so that the smaller (xs) is a little closer fitting and the larger (s) is more blouse and casual. i had originally purchased both in m (which also looked fine, just larger and even more roomy), but exchanged for the smaller sizes. this is a wonderful casual weekend top to pair with skinny jeans, flats, leather boots, o",General Petite,Tops,Blouses
Too much fabric,"I usually wear a size xs or s in retailer tops, ordered this top in an s and it was so wide on the sides and huge it fit like a tent.  not even remotely flattering.  i thought about ordering it in an xs, however, i could tell the xs was still going to have way too much fabric.  back it goes.",General,Tops,Knits
Truly unflattering!,"Granted that i am not as reed thin, or as young, as the model. but i am tall and reasonably slender. i have long hands and small wrists, which would be a factor in the overall effect of this garment. this poncho looked like some sad old stretched out who-knows-what that you'd keep in the car for emergency purposes, in case you needed warmth if the car broke down in a snowstorm -- and i have one of those foldable reflective blankets in the glove box for that purpose. i was looking for a statement",General,Tops,Sweaters
Ski lodge turtleneck,"Cozy slouchy sweater. very versatile. fits tts, just as shown on model.",General,Tops,Sweaters
Not for petite/short-waisted,"I purchased the dress with the bow-back shift in peach because i loved it's nautical theme pattern.  when i recurve do the dress, i found it to be stiff and boxy.  being a petite, short-waisted person, the top portion of the stress hung on my body awkwardly.  my bra strap was showing in the back, and the dress needed to be pulled up about 2 inches to properly sit on my frame.  
i returned the dress",General,Dresses,Dresses
Love the style!,"This top runs large. i am going to return the medium i ordered for a small. 
i wish it came in different colors. i love the style.",General Petite,Tops,Fine gauge
Terrible fit,"The quality of the fabric is good, but the fit is horrible. unflattering and strange. definitely a pass.",General,Dresses,Dresses
I'm not there yet,"This was about to be my first retailer splurge item, but i think i'm not there yet. for the rich price tag, these pants weren't going to be versatile enough for me. they're very light weight and even translucent in sunlight. perfect for a small subset of my days but not going to make the cut for casual friday. that light patch near the r knee is also a pocket- tended to flap open and look about as nonsensical as it is. if you're already on this level good for you! i had to send these back.",General Petite,Bottoms,Pants
Wonderful sweater!!,"The sweater is a great fit and the styling is very original and wonderful. it will be great with leggings, jeans, or even a straight skirt. i would definitely recommend this sweater.",General Petite,Tops,Sweaters
